brand;package;type;startdatum;inflow;inflow_winback;inflow_transformers;outflow_switchers;outflow_transformers;inflow_regular
NB;DIGI;BASE;30/06/2015;20;1.0;90.0;20.0;5.0;8.0
NB;DIGI;BASE;31/07/2015;14;1.0;77.0;13.0;3.0;13.0
NB;DIGI;BASE;31/08/2015;18;1.0;54.0;17.0;4.0;16.0
NB;DIGI;BASE;30/09/2015;14;1.0;148.0;24.0;6.0;11.0
NB;DIGI;BASE;31/10/2015;27;0.0;144.0;26.0;5.0;10.0
NB;DIGI;BASE;30/11/2015;14;0.0;55.0;14.0;5.0;4.0
NB;DIGI;BASE;31/12/2015;12;0.0;85.0;15.0;2.0;6.0
NB;DIGI;BASE;31/01/2016;39;0.0;37.0;41.0;6.0;18.0
NB;DIGI;BASE;29/02/2016;174;1.0;54.0;175.0;10.0;8.0
NB;DIGI;BASE;31/03/2016;45;1.0;66.0;48.0;4.0;7.0
NB;DIGI;BASE;30/04/2016;33;2.0;77.0;35.0;3.0;19.0
NB;DIGI;BASE;31/05/2016;32;1.0;57.0;28.0;2.0;9.0
NB;DIGI;BASE;30/06/2016;21;0.0;48.0;26.0;5.0;17.0
NB;DIGI;BASE;31/07/2016;33;1.0;49.0;30.0;4.0;6.0
NB;DIGI;BASE;31/08/2016;20;2.0;28.0;26.0;5.0;8.0
NB;DIGI;BASE;30/09/2016;43;0.0;34.0;43.0;8.0;8.0
NB;DIGI;BASE;31/10/2016;35;2.0;38.0;37.0;7.0;6.0
NB;DIGI;BASE;30/11/2016;33;3.0;39.0;29.0;7.0;11.0
NB;DIGI;BASE;31/12/2016;29;0.0;44.0;34.0;6.0;5.0
NB;DIGI;BASE;31/01/2017;28;0.0;45.0;27.0;7.0;0.0
NB;DIGI;BASE;28/02/2017;31;1.0;98.0;34.0;13.0;0.0
NB;DIGI;BASE;31/03/2017;34;1.0;77.0;28.0;4.0;9.0
NB;DIGI;BASE;30/04/2017;21;0.0;45.0;27.0;6.0;5.0
NB;DIGI;BASE;31/05/2017;22;3.0;35.0;18.0;3.0;7.0
NB;DIGI;BASE;30/06/2017;18;1.0;25.0;22.0;5.0;7.0
NB;DIGI;BASE;31/07/2017;29;0.0;25.0;26.0;2.0;10.0
NB;DIGI;BASE;31/08/2017;31;3.0;39.0;28.0;5.0;16.0
NB;DIGI;BASE;30/09/2017;18;0.0;72.0;24.0;4.0;8.0
NB;DIGI;BASE;31/10/2017;32;1.0;48.0;27.0;4.0;10.0
NB;DIGI;BASE;30/11/2017;25;2.0;28.0;29.0;7.0;5.0
NB;DIGI;BASE;31/12/2017;26;0.0;23.0;29.0;3.0;8.0
NB;DIGI;BASE;31/01/2018;35;3.0;34.0;34.0;7.0;21.0
NB;DIGI;BASE;28/02/2018;34;1.0;47.0;31.0;4.0;13.0
NB;DIGI;BASE;31/03/2018;31;2.0;42.0;33.0;6.0;13.0
NB;DIGI;BASE;30/04/2018;28;1.0;65.0;34.0;13.0;13.0
NB;DIGI;BASE;31/05/2018;31;1.0;35.0;36.0;8.0;21.0
NB;DIGI;BASE;30/06/2018;40;2.0;37.0;35.0;9.0;45.0
NB;DIGI;BASE;31/07/2018;33;2.0;41.0;40.0;9.0;17.0
NB;DIGI;BASE;31/08/2018;39;5.0;30.0;36.0;5.0;9.0
NB;DIGI;BASE;30/09/2018;42;5.0;77.0;41.0;7.0;9.0
NB;DIGI;BASE;31/10/2018;36;3.0;103.0;33.0;8.0;6.0
NB;DIGI;BASE;30/11/2018;35;0.0;72.0;35.0;8.0;10.0
NB;DIGI;BASE;31/12/2018;29;1.0;39.0;25.0;8.0;11.0
NB;DIGI;BASE;31/01/2019;39;1.0;95.0;47.0;11.0;7.0
NB;DIGI;BASE;28/02/2019;55;5.0;155.0;59.0;11.0;8.0
NB;DIGI;BASE;31/03/2019;48;4.0;121.0;51.0;13.0;17.0
NB;DIGI;BASE;30/04/2019;54;5.0;69.0;53.0;16.0;15.0
NB;DIGI;BASE;31/05/2019;37;4.0;51.0;32.0;10.0;13.0
NB;DIGI;BASE;30/06/2019;36;7.0;46.0;38.0;13.0;10.0
NB;DIGI;BASE;31/07/2019;44;5.0;38.0;36.0;9.0;17.0
NB;DIGI;BASE;31/08/2019;37;2.0;25.0;41.0;4.0;7.0
NB;DIGI;BASE;30/09/2019;31;1.0;40.0;33.0;8.0;8.0
NB;DIGI;BASE;31/10/2019;47;6.0;35.0;43.0;9.0;9.0
NB;DIGI;BASE;30/11/2019;50;2.0;30.0;53.0;12.0;8.0
NB;DIGI;BASE;31/12/2019;37;1.0;40.0;30.0;11.0;7.0
NB;DIGI;BASE;31/01/2020;43;1.0;47.0;48.0;18.0;4.0
NB;DIGI;BASE;29/02/2020;63;1.0;52.0;77.0;28.0;12.0
NB;DIGI;BASE;31/03/2020;73;10.0;59.0;65.0;19.0;23.0
NB;DIGI;BASE;30/04/2020;77;9.0;71.0;63.0;12.0;28.0
NB;DIGI;BASE;31/05/2020;89;6.0;81.0;82.0;21.0;21.0
NB;DIGI;BASE;30/06/2020;63;7.0;115.0;59.0;19.0;25.0
NB;DIGI;BASE;31/07/2020;67;5.0;85.0;60.0;17.0;19.0
NB;DIGI;BASE;31/08/2020;57;7.0;72.0;49.0;12.0;13.0
NB;DIGI;BASE;30/09/2020;16;0.0;5.0;16.0;6.0;1.0
NB;DIGI;BASE;31/10/2020;2;0.0;2.0;4.0;2.0;1.0
NB;DIGI;BASE;30/11/2020;0;0.0;0.0;1.0;0.0;0.0
NB;DIGI;BASE;31/12/2020;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;BASE;31/01/2021;0;0.0;0.0;1.0;0.0;0.0
NB;DIGI;BASE;28/02/2021;0;0.0;0.0;1.0;0.0;0.0
NB;DIGI;BASE;31/03/2021;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;BASE;30/04/2021;1;0.0;0.0;1.0;0.0;1.0
NB;DIGI;BASE;31/05/2021;0;0.0;0.0;1.0;0.0;0.0
NB;DIGI;BASE;30/06/2021;1;0.0;0.0;1.0;0.0;0.0
NB;DIGI;PROMO;31/01/2015;1;0.0;1.0;1.0;1.0;115.0
NB;DIGI;PROMO;28/02/2015;0;0.0;0.0;1.0;2.0;37.0
NB;DIGI;PROMO;31/03/2015;4;0.0;3.0;4.0;6.0;52.0
NB;DIGI;PROMO;30/04/2015;3;0.0;3.0;10.0;8.0;30.0
NB;DIGI;PROMO;31/05/2015;5;2.0;5.0;2.0;6.0;35.0
NB;DIGI;PROMO;30/06/2015;8;4.0;8.0;6.0;9.0;36.0
NB;DIGI;PROMO;31/07/2015;2;2.0;22.0;7.0;7.0;36.0
NB;DIGI;PROMO;31/08/2015;6;1.0;21.0;5.0;4.0;47.0
NB;DIGI;PROMO;30/09/2015;2;1.0;12.0;10.0;9.0;62.0
NB;DIGI;PROMO;31/10/2015;11;3.0;19.0;10.0;18.0;47.0
NB;DIGI;PROMO;30/11/2015;3;1.0;14.0;7.0;8.0;29.0
NB;DIGI;PROMO;31/12/2015;2;1.0;12.0;10.0;13.0;23.0
NB;DIGI;PROMO;31/01/2016;13;7.0;19.0;8.0;18.0;81.0
NB;DIGI;PROMO;29/02/2016;7;5.0;17.0;9.0;11.0;56.0
NB;DIGI;PROMO;31/03/2016;8;2.0;17.0;12.0;11.0;44.0
NB;DIGI;PROMO;30/04/2016;3;2.0;13.0;6.0;7.0;35.0
NB;DIGI;PROMO;31/05/2016;5;3.0;13.0;6.0;9.0;51.0
NB;DIGI;PROMO;30/06/2016;8;7.0;9.0;12.0;15.0;77.0
NB;DIGI;PROMO;31/07/2016;16;11.0;18.0;10.0;10.0;94.0
NB;DIGI;PROMO;31/08/2016;8;3.0;10.0;7.0;10.0;46.0
NB;DIGI;PROMO;30/09/2016;9;6.0;15.0;7.0;8.0;64.0
NB;DIGI;PROMO;31/10/2016;9;3.0;13.0;11.0;13.0;49.0
NB;DIGI;PROMO;30/11/2016;7;2.0;9.0;9.0;10.0;18.0
NB;DIGI;PROMO;31/12/2016;6;0.0;21.0;9.0;12.0;14.0
NB;DIGI;PROMO;31/01/2017;4;2.0;14.0;7.0;8.0;6.0
NB;DIGI;PROMO;28/02/2017;8;4.0;24.0;8.0;15.0;4.0
NB;DIGI;PROMO;31/03/2017;10;6.0;28.0;6.0;9.0;20.0
NB;DIGI;PROMO;30/04/2017;5;1.0;10.0;11.0;12.0;9.0
NB;DIGI;PROMO;31/05/2017;11;3.0;20.0;12.0;12.0;20.0
NB;DIGI;PROMO;30/06/2017;4;2.0;20.0;6.0;8.0;17.0
NB;DIGI;PROMO;31/07/2017;4;2.0;13.0;4.0;7.0;19.0
NB;DIGI;PROMO;31/08/2017;8;3.0;19.0;7.0;10.0;19.0
NB;DIGI;PROMO;30/09/2017;6;1.0;18.0;7.0;7.0;29.0
NB;DIGI;PROMO;31/10/2017;5;1.0;17.0;12.0;8.0;28.0
NB;DIGI;PROMO;30/11/2017;8;3.0;16.0;9.0;8.0;56.0
NB;DIGI;PROMO;31/12/2017;13;5.0;24.0;12.0;11.0;46.0
NB;DIGI;PROMO;31/01/2018;8;4.0;24.0;5.0;10.0;81.0
NB;DIGI;PROMO;28/02/2018;14;5.0;24.0;9.0;9.0;75.0
NB;DIGI;PROMO;31/03/2018;10;4.0;20.0;10.0;6.0;76.0
NB;DIGI;PROMO;30/04/2018;9;3.0;25.0;9.0;8.0;67.0
NB;DIGI;PROMO;31/05/2018;12;3.0;23.0;13.0;10.0;75.0
NB;DIGI;PROMO;30/06/2018;3;0.0;12.0;5.0;2.0;21.0
NB;DIGI;PROMO;31/07/2018;12;4.0;10.0;14.0;6.0;15.0
NB;DIGI;PROMO;31/08/2018;10;2.0;7.0;17.0;10.0;19.0
NB;DIGI;PROMO;30/09/2018;17;5.0;15.0;8.0;6.0;21.0
NB;DIGI;PROMO;31/10/2018;16;5.0;15.0;14.0;6.0;16.0
NB;DIGI;PROMO;30/11/2018;12;4.0;11.0;15.0;6.0;17.0
NB;DIGI;PROMO;31/12/2018;13;4.0;13.0;12.0;6.0;21.0
NB;DIGI;PROMO;31/01/2019;19;6.0;22.0;16.0;6.0;16.0
NB;DIGI;PROMO;28/02/2019;12;3.0;11.0;12.0;7.0;13.0
NB;DIGI;PROMO;31/03/2019;10;0.0;19.0;16.0;14.0;19.0
NB;DIGI;PROMO;30/04/2019;20;4.0;21.0;14.0;8.0;27.0
NB;DIGI;PROMO;31/05/2019;15;5.0;13.0;19.0;10.0;23.0
NB;DIGI;PROMO;30/06/2019;13;6.0;14.0;8.0;5.0;15.0
NB;DIGI;PROMO;31/07/2019;16;6.0;20.0;13.0;3.0;33.0
NB;DIGI;PROMO;31/08/2019;17;5.0;18.0;15.0;3.0;25.0
NB;DIGI;PROMO;30/09/2019;15;3.0;9.0;13.0;6.0;21.0
NB;DIGI;PROMO;31/10/2019;6;1.0;6.0;13.0;3.0;15.0
NB;DIGI;PROMO;30/11/2019;14;3.0;13.0;13.0;9.0;14.0
NB;DIGI;PROMO;31/12/2019;6;0.0;14.0;11.0;11.0;12.0
NB;DIGI;PROMO;31/01/2020;6;2.0;24.0;12.0;6.0;16.0
NB;DIGI;PROMO;29/02/2020;12;2.0;23.0;23.0;10.0;27.0
NB;DIGI;PROMO;31/03/2020;20;7.0;19.0;11.0;7.0;41.0
NB;DIGI;PROMO;30/04/2020;32;22.0;31.0;14.0;13.0;79.0
NB;DIGI;PROMO;31/05/2020;24;9.0;22.0;20.0;8.0;50.0
NB;DIGI;PROMO;30/06/2020;28;11.0;23.0;18.0;9.0;47.0
NB;DIGI;PROMO;31/07/2020;35;13.0;38.0;17.0;8.0;57.0
NB;DIGI;PROMO;31/08/2020;27;11.0;30.0;11.0;8.0;48.0
NB;DIGI;PROMO;30/09/2020;1;0.0;2.0;1.0;1.0;1.0
NB;DIGI;STUDENTS;31/07/2015;1;0.0;0.0;1.0;0.0;0.0
NB;DIGI;STUDENTS;31/08/2015;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;30/09/2015;1;0.0;0.0;1.0;0.0;0.0
NB;DIGI;STUDENTS;31/10/2015;0;0.0;1.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;30/11/2015;0;0.0;0.0;0.0;1.0;0.0
NB;DIGI;STUDENTS;31/12/2015;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;31/01/2016;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;29/02/2016;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;31/03/2016;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;30/04/2016;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;31/05/2016;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;30/06/2016;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;31/07/2016;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;31/08/2016;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;30/09/2016;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;31/10/2016;0;0.0;1.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;30/11/2016;0;0.0;1.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;31/12/2016;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;31/01/2017;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;28/02/2017;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;31/03/2017;0;0.0;0.0;0.0;1.0;0.0
NB;DIGI;STUDENTS;30/04/2017;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;31/05/2017;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;30/06/2017;1;0.0;0.0;2.0;1.0;0.0
NB;DIGI;STUDENTS;31/07/2017;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;31/08/2017;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;30/09/2017;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;31/10/2017;0;0.0;0.0;2.0;1.0;0.0
NB;DIGI;STUDENTS;30/11/2017;1;0.0;2.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;31/12/2017;1;0.0;0.0;1.0;0.0;0.0
NB;DIGI;STUDENTS;31/01/2018;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;28/02/2018;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;31/03/2018;1;0.0;0.0;1.0;0.0;0.0
NB;DIGI;STUDENTS;30/04/2018;1;0.0;1.0;1.0;0.0;0.0
NB;DIGI;STUDENTS;31/05/2018;0;0.0;0.0;2.0;0.0;0.0
NB;DIGI;STUDENTS;30/06/2018;3;0.0;0.0;2.0;0.0;0.0
NB;DIGI;STUDENTS;31/07/2018;2;1.0;0.0;1.0;0.0;0.0
NB;DIGI;STUDENTS;31/08/2018;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;30/09/2018;1;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;31/10/2018;1;0.0;1.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;30/11/2018;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;31/12/2018;1;0.0;0.0;1.0;1.0;0.0
NB;DIGI;STUDENTS;31/01/2019;0;0.0;0.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;28/02/2019;0;0.0;1.0;1.0;1.0;0.0
NB;DIGI;STUDENTS;31/03/2019;1;0.0;1.0;0.0;0.0;0.0
NB;DIGI;STUDENTS;30/04/2019;1;0.0;0.0;1.0;0.0;0.0
NB;DIGI;STUDENTS;31/05/2019;0;0.0;0.0;1.0;1.0;0.0
NB;DIGI;STUDENTS;30/06/2019;1;1.0;1.0;0.0;0.0;0.0
NB;DIGI;STUNT;31/12/2015;2;2.0;3.0;1.0;3.0;23.0
NB;DIGI;STUNT;31/01/2016;3;2.0;8.0;3.0;3.0;116.0
NB;DIGI;STUNT;29/02/2016;1;0.0;1.0;3.0;6.0;35.0
NB;DIGI;STUNT;31/03/2016;0;0.0;0.0;6.0;9.0;66.0
NB;DIGI;STUNT;30/04/2016;2;2.0;2.0;1.0;3.0;41.0
NB;DIGI;STUNT;31/05/2016;4;2.0;5.0;1.0;1.0;56.0
NB;DIGI;STUNT;30/06/2016;1;1.0;2.0;0.0;3.0;51.0
NB;DIGI;STUNT;31/07/2016;0;0.0;0.0;1.0;3.0;7.0
NB;DIGI;STUNT;31/08/2016;0;0.0;2.0;3.0;8.0;5.0
NB;DIGI;STUNT;30/09/2016;0;0.0;2.0;3.0;4.0;13.0
NB;DIGI;STUNT;31/10/2016;0;0.0;2.0;2.0;5.0;14.0
NB;DIGI;STUNT;30/11/2016;3;3.0;3.0;7.0;10.0;21.0
NB;DIGI;STUNT;31/12/2016;2;1.0;3.0;6.0;8.0;20.0
NB;DIGI;STUNT;31/01/2017;6;5.0;11.0;3.0;3.0;9.0
NB;DIGI;STUNT;28/02/2017;3;1.0;5.0;5.0;5.0;13.0
NB;DIGI;STUNT;31/03/2017;5;5.0;4.0;3.0;3.0;19.0
NB;DIGI;STUNT;30/04/2017;3;1.0;6.0;11.0;6.0;28.0
NB;DIGI;STUNT;31/05/2017;6;2.0;7.0;4.0;2.0;30.0
NB;DIGI;STUNT;30/06/2017;3;2.0;4.0;1.0;2.0;24.0
NB;DIGI;STUNT;31/07/2017;7;2.0;13.0;1.0;1.0;60.0
NB;DIGI;STUNT;31/08/2017;3;3.0;3.0;1.0;1.0;26.0
NB;DIGI;STUNT;30/09/2017;4;2.0;7.0;1.0;1.0;29.0
NB;DIGI;STUNT;31/10/2017;5;3.0;5.0;3.0;5.0;26.0
NB;DIGI;STUNT;30/11/2017;1;1.0;5.0;0.0;1.0;35.0
NB;DIGI;STUNT;31/12/2017;7;4.0;7.0;1.0;1.0;33.0
NB;DIGI;STUNT;31/01/2018;0;0.0;1.0;0.0;0.0;21.0
NB;DIGI;STUNT;28/02/2018;5;0.0;8.0;1.0;1.0;19.0
NB;DIGI;STUNT;31/03/2018;3;1.0;3.0;1.0;2.0;25.0
NB;DIGI;STUNT;30/04/2018;3;0.0;2.0;4.0;1.0;29.0
NB;DIGI;STUNT;31/05/2018;4;3.0;2.0;1.0;0.0;14.0
NB;DIGI;STUNT;30/06/2018;1;0.0;2.0;1.0;2.0;6.0
NB;DIGI;STUNT;31/07/2018;0;0.0;2.0;5.0;5.0;9.0
NB;DIGI;STUNT;31/08/2018;5;2.0;7.0;0.0;0.0;17.0
NB;DIGI;STUNT;30/09/2018;1;1.0;1.0;0.0;0.0;6.0
NB;DIGI;STUNT;31/10/2018;1;1.0;2.0;0.0;0.0;5.0
NB;DIGI;STUNT;30/11/2018;1;1.0;3.0;2.0;2.0;7.0
NB;DIGI;STUNT;31/12/2018;1;1.0;1.0;0.0;0.0;6.0
NB;DIGI;STUNT;31/01/2019;2;2.0;1.0;0.0;0.0;4.0
NB;DIGI;STUNT;28/02/2019;2;1.0;2.0;1.0;0.0;7.0
NB;DIGI;STUNT;31/03/2019;0;0.0;0.0;2.0;2.0;4.0
NB;DIGI;STUNT;30/04/2019;1;1.0;3.0;0.0;0.0;10.0
NB;DIGI;STUNT;31/05/2019;1;1.0;0.0;0.0;0.0;6.0
NB;DIGI;STUNT;30/06/2019;3;2.0;5.0;0.0;0.0;13.0
NB;DIGI;TIE_IN;31/01/2015;1;0.0;0.0;0.0;0.0;16.0
NB;DIGI;TIE_IN;28/02/2015;2;0.0;1.0;1.0;0.0;1323.0
NB;DIGI;TIE_IN;31/03/2015;2;0.0;1.0;7.0;4.0;536.0
NB;DIGI;TIE_IN;30/04/2015;2;0.0;0.0;2.0;1.0;318.0
NB;DIGI;TIE_IN;31/05/2015;1;0.0;0.0;0.0;2.0;21.0
NB;DIGI;TIE_IN;30/06/2015;0;0.0;2.0;1.0;1.0;37.0
NB;DIGI;TIE_IN;31/07/2015;0;0.0;1.0;1.0;1.0;12.0
NB;DIGI;TIE_IN;31/08/2015;0;0.0;2.0;0.0;1.0;9.0
NB;DIGI;TIE_IN;30/09/2015;0;0.0;1.0;0.0;2.0;220.0
NB;DIGI;TIE_IN;31/10/2015;1;0.0;3.0;3.0;5.0;85.0
NB;DIGI;TIE_IN;30/11/2015;2;1.0;2.0;2.0;5.0;40.0
NB;DIGI;TIE_IN;31/12/2015;0;0.0;0.0;2.0;2.0;69.0
NB;DIGI;TIE_IN;31/01/2016;0;0.0;0.0;2.0;5.0;6.0
NB;DIGI;TIE_IN;29/02/2016;2;0.0;4.0;4.0;9.0;35.0
NB;DIGI;TIE_IN;31/03/2016;3;2.0;2.0;3.0;4.0;44.0
NB;DIGI;TIE_IN;30/04/2016;3;1.0;7.0;2.0;1.0;142.0
NB;DIGI;TIE_IN;31/05/2016;4;2.0;5.0;2.0;3.0;71.0
NB;DIGI;TIE_IN;30/06/2016;2;0.0;5.0;2.0;3.0;58.0
NB;DIGI;TIE_IN;31/07/2016;2;1.0;2.0;1.0;1.0;19.0
NB;DIGI;TIE_IN;31/08/2016;1;0.0;3.0;2.0;2.0;22.0
NB;DIGI;TIE_IN;30/09/2016;3;1.0;10.0;0.0;1.0;175.0
NB;DIGI;TIE_IN;31/10/2016;6;0.0;13.0;9.0;12.0;131.0
NB;DIGI;TIE_IN;30/11/2016;5;0.0;14.0;4.0;4.0;72.0
NB;DIGI;TIE_IN;31/12/2016;6;1.0;6.0;6.0;5.0;109.0
NB;DIGI;TIE_IN;31/01/2017;7;2.0;8.0;2.0;1.0;54.0
NB;DIGI;TIE_IN;28/02/2017;14;1.0;8.0;14.0;2.0;55.0
NB;DIGI;TIE_IN;31/03/2017;13;2.0;14.0;11.0;7.0;54.0
NB;DIGI;TIE_IN;30/04/2017;5;1.0;7.0;2.0;1.0;56.0
NB;DIGI;TIE_IN;31/05/2017;5;1.0;3.0;4.0;2.0;34.0
NB;DIGI;TIE_IN;30/06/2017;2;2.0;2.0;0.0;1.0;36.0
NB;DIGI;TIE_IN;31/07/2017;1;0.0;3.0;0.0;0.0;28.0
NB;DIGI;TIE_IN;31/08/2017;2;1.0;3.0;0.0;1.0;34.0
NB;DIGI;TIE_IN;30/09/2017;1;0.0;4.0;1.0;0.0;10.0
NB;DIGI;TIE_IN;31/10/2017;1;0.0;1.0;1.0;0.0;7.0
NB;DIGI;TIE_IN;30/11/2017;0;0.0;0.0;0.0;0.0;6.0
NB;DIGI;TIE_IN;31/12/2017;0;0.0;1.0;0.0;1.0;6.0
NB;DIGI;TIE_IN;31/01/2018;0;0.0;1.0;0.0;0.0;3.0
NB;DIGI;TIE_IN;28/02/2018;0;0.0;1.0;0.0;0.0;8.0
NB;DIGI;TIE_IN;31/03/2018;0;0.0;1.0;0.0;0.0;2.0
NB;DIGI;TIE_IN;30/04/2018;0;0.0;1.0;0.0;0.0;6.0
NB;DIGI;TIE_IN;31/05/2018;0;0.0;0.0;0.0;0.0;2.0
NB;DIGI;TIE_IN;30/06/2018;0;0.0;2.0;0.0;1.0;3.0
NB;DIGI;TIE_IN;31/07/2018;0;0.0;0.0;0.0;0.0;2.0
NB;DIGI;TIE_IN;31/08/2018;0;0.0;0.0;0.0;0.0;1.0
NB;DIGI;TIE_IN;30/09/2018;0;0.0;0.0;0.0;0.0;4.0
NB;DIGI;TIE_IN;31/10/2018;0;0.0;0.0;0.0;0.0;3.0
NB;DIGI;TIE_IN;30/11/2018;1;0.0;0.0;1.0;0.0;4.0
NB;Fractions;BASE;31/03/2015;2;0.0;0.0;3.0;0.0;2.0
NB;Fractions;BASE;30/04/2015;1;0.0;0.0;0.0;0.0;1.0
NB;Fractions;BASE;31/05/2015;0;0.0;0.0;0.0;0.0;0.0
NB;Fractions;BASE;30/06/2015;1;0.0;0.0;2.0;1.0;0.0
NB;Fractions;BASE;31/07/2015;2;0.0;1.0;3.0;1.0;0.0
NB;Fractions;BASE;31/08/2015;1;0.0;0.0;3.0;0.0;0.0
NB;Fractions;BASE;30/09/2015;4;0.0;0.0;5.0;0.0;0.0
NB;Fractions;BASE;31/10/2015;2;0.0;0.0;1.0;0.0;0.0
NB;Fractions;BASE;30/11/2015;4;1.0;0.0;3.0;0.0;0.0
NB;Fractions;BASE;31/12/2015;1;0.0;1.0;5.0;2.0;0.0
NB;Fractions;BASE;31/01/2016;10;0.0;1.0;11.0;1.0;0.0
NB;Fractions;BASE;29/02/2016;11;1.0;2.0;9.0;2.0;0.0
NB;Fractions;BASE;31/03/2016;4;1.0;2.0;3.0;1.0;0.0
NB;Fractions;BASE;30/04/2016;0;0.0;0.0;2.0;0.0;0.0
NB;Fractions;BASE;31/05/2016;5;2.0;0.0;4.0;0.0;0.0
NB;Fractions;BASE;30/06/2016;4;0.0;1.0;5.0;2.0;0.0
NB;Fractions;BASE;31/07/2016;5;1.0;2.0;4.0;1.0;0.0
NB;Fractions;BASE;31/08/2016;3;0.0;0.0;6.0;1.0;0.0
NB;Fractions;BASE;30/09/2016;7;3.0;4.0;3.0;1.0;0.0
NB;Fractions;BASE;31/10/2016;5;1.0;0.0;4.0;0.0;0.0
NB;Fractions;BASE;30/11/2016;2;0.0;2.0;3.0;1.0;0.0
NB;Fractions;BASE;31/12/2016;4;1.0;1.0;4.0;0.0;0.0
NB;Fractions;BASE;31/01/2017;5;0.0;0.0;4.0;1.0;0.0
NB;Fractions;BASE;28/02/2017;8;0.0;3.0;8.0;3.0;0.0
NB;Fractions;BASE;31/03/2017;4;0.0;3.0;4.0;2.0;0.0
NB;Fractions;BASE;30/04/2017;10;0.0;3.0;10.0;4.0;0.0
NB;Fractions;BASE;31/05/2017;10;0.0;3.0;11.0;4.0;0.0
NB;Fractions;BASE;30/06/2017;4;0.0;1.0;2.0;0.0;0.0
NB;Fractions;BASE;31/07/2017;2;0.0;0.0;3.0;1.0;0.0
NB;Fractions;BASE;31/08/2017;8;1.0;3.0;8.0;3.0;0.0
NB;Fractions;BASE;30/09/2017;1;0.0;1.0;3.0;2.0;0.0
NB;Fractions;BASE;31/10/2017;8;2.0;6.0;8.0;4.0;0.0
NB;Fractions;BASE;30/11/2017;11;0.0;3.0;8.0;2.0;0.0
NB;Fractions;BASE;31/12/2017;7;0.0;3.0;8.0;3.0;0.0
NB;Fractions;BASE;31/01/2018;4;0.0;1.0;4.0;2.0;0.0
NB;Fractions;BASE;28/02/2018;5;1.0;2.0;4.0;1.0;0.0
NB;Fractions;BASE;31/03/2018;5;0.0;2.0;5.0;2.0;0.0
NB;Fractions;BASE;30/04/2018;2;0.0;1.0;6.0;4.0;0.0
NB;Fractions;BASE;31/05/2018;6;2.0;2.0;6.0;3.0;0.0
NB;Fractions;BASE;30/06/2018;2;1.0;1.0;1.0;0.0;0.0
NB;Fractions;BASE;31/07/2018;2;0.0;1.0;2.0;0.0;0.0
NB;Fractions;BASE;31/08/2018;1;0.0;0.0;4.0;0.0;0.0
NB;Fractions;BASE;30/09/2018;2;0.0;0.0;2.0;0.0;0.0
NB;Fractions;BASE;31/10/2018;1;1.0;0.0;5.0;2.0;0.0
NB;Fractions;BASE;30/11/2018;3;0.0;0.0;3.0;1.0;0.0
NB;Fractions;BASE;31/12/2018;4;1.0;2.0;1.0;0.0;0.0
NB;Fractions;BASE;31/01/2019;1;0.0;1.0;2.0;0.0;0.0
NB;Fractions;BASE;28/02/2019;5;1.0;2.0;3.0;2.0;0.0
NB;Fractions;BASE;31/03/2019;7;2.0;1.0;6.0;2.0;0.0
NB;Fractions;BASE;30/04/2019;1;0.0;0.0;2.0;1.0;0.0
