brand;package;type;startdatum;inflow;inflow_winback;inflow_transformers;outflow_switchers;outflow_transformers;inflow_regular
DS;Fractions;PROMO;31/12/2015;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/01/2016;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;29/02/2016;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/03/2016;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;30/04/2016;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/05/2016;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;30/06/2016;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/07/2016;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/08/2016;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;30/09/2016;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/10/2016;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;30/11/2016;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/12/2016;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/01/2017;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;28/02/2017;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/03/2017;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;30/04/2017;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/05/2017;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;30/06/2017;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/07/2017;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/08/2017;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;30/09/2017;1;0.0;1.0;1.0;1.0;0.0
DS;Fractions;PROMO;31/10/2017;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;30/11/2017;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/12/2017;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/01/2018;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;28/02/2018;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/03/2018;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;30/04/2018;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/05/2018;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;30/06/2018;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/07/2018;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/08/2018;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;30/09/2018;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/10/2018;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;30/11/2018;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/12/2018;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/01/2019;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;28/02/2019;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/03/2019;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;30/04/2019;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/05/2019;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;30/06/2019;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/07/2019;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/08/2019;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;30/09/2019;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/10/2019;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;30/11/2019;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/12/2019;0;0.0;1.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/01/2020;0;0.0;9.0;0.0;0.0;0.0
DS;Fractions;PROMO;29/02/2020;0;0.0;3.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/03/2020;0;0.0;8.0;0.0;1.0;0.0
DS;Fractions;PROMO;30/04/2020;0;0.0;3.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/05/2020;1;0.0;7.0;1.0;1.0;0.0
DS;PLUS;BASE;28/02/2019;10;2.0;5.0;12.0;7.0;19.0
DS;PLUS;BASE;31/03/2019;33;7.0;14.0;39.0;18.0;24.0
DS;PLUS;BASE;30/04/2019;41;4.0;39.0;39.0;11.0;21.0
DS;PLUS;BASE;31/05/2019;33;11.0;45.0;23.0;6.0;23.0
DS;PLUS;BASE;30/06/2019;47;19.0;39.0;33.0;5.0;38.0
DS;PLUS;BASE;31/07/2019;20;2.0;38.0;16.0;2.0;12.0
DS;PLUS;BASE;31/08/2019;17;3.0;69.0;17.0;4.0;18.0
DS;PLUS;BASE;30/09/2019;26;3.0;131.0;26.0;10.0;16.0
DS;PLUS;BASE;31/10/2019;25;3.0;67.0;33.0;11.0;19.0
DS;PLUS;BASE;30/11/2019;29;8.0;76.0;32.0;8.0;23.0
DS;PLUS;BASE;31/12/2019;15;3.0;86.0;13.0;7.0;21.0
DS;PLUS;BASE;31/01/2020;34;7.0;91.0;33.0;14.0;26.0
DS;PLUS;BASE;29/02/2020;49;9.0;69.0;48.0;23.0;30.0
DS;PLUS;BASE;31/03/2020;60;15.0;96.0;47.0;18.0;43.0
DS;PLUS;BASE;30/04/2020;36;2.0;104.0;29.0;15.0;40.0
DS;PLUS;BASE;31/05/2020;41;7.0;220.0;31.0;15.0;24.0
DS;PLUS;BASE;30/06/2020;35;3.0;164.0;38.0;9.0;19.0
DS;PLUS;BASE;31/07/2020;41;5.0;95.0;32.0;11.0;27.0
DS;PLUS;BASE;31/08/2020;41;2.0;93.0;39.0;17.0;20.0
DS;PLUS;BASE;30/09/2020;7;0.0;2.0;7.0;1.0;0.0
DS;PLUS;BASE;31/10/2020;0;0.0;0.0;2.0;1.0;0.0
DS;PLUS;BASE;30/11/2020;0;0.0;0.0;1.0;0.0;0.0
DS;PLUS;BASE;31/12/2020;0;0.0;0.0;0.0;0.0;1.0
DS;PLUS;BASE;31/01/2021;0;0.0;0.0;0.0;0.0;0.0
DS;PLUS;BASE;28/02/2021;0;0.0;0.0;1.0;0.0;0.0
DS;PLUS;BASE;31/03/2021;0;0.0;0.0;0.0;0.0;0.0
DS;PLUS;BASE;30/04/2021;0;0.0;0.0;0.0;0.0;0.0
DS;PLUS;BASE;31/05/2021;1;0.0;0.0;1.0;0.0;1.0
DS;PLUS;PROMO;28/02/2019;21;12.0;23.0;26.0;14.0;56.0
DS;PLUS;PROMO;31/03/2019;28;16.0;156.0;36.0;18.0;58.0
DS;PLUS;PROMO;30/04/2019;23;9.0;65.0;34.0;15.0;49.0
DS;PLUS;PROMO;31/05/2019;32;23.0;77.0;20.0;9.0;69.0
DS;PLUS;PROMO;30/06/2019;37;25.0;47.0;23.0;14.0;74.0
DS;PLUS;PROMO;31/07/2019;33;11.0;25.0;28.0;15.0;68.0
DS;PLUS;PROMO;31/08/2019;35;23.0;25.0;22.0;14.0;61.0
DS;PLUS;PROMO;30/09/2019;37;22.0;28.0;41.0;31.0;59.0
DS;PLUS;PROMO;31/10/2019;37;18.0;24.0;33.0;25.0;74.0
DS;PLUS;PROMO;30/11/2019;53;34.0;39.0;27.0;22.0;109.0
DS;PLUS;PROMO;31/12/2019;24;7.0;21.0;21.0;11.0;56.0
DS;PLUS;PROMO;31/01/2020;48;13.0;28.0;18.0;14.0;95.0
DS;PLUS;PROMO;29/02/2020;53;16.0;37.0;36.0;30.0;98.0
DS;PLUS;PROMO;31/03/2020;64;25.0;45.0;37.0;17.0;198.0
DS;PLUS;PROMO;30/04/2020;60;23.0;40.0;18.0;11.0;185.0
DS;PLUS;PROMO;31/05/2020;32;12.0;31.0;14.0;10.0;91.0
DS;PLUS;PROMO;30/06/2020;42;8.0;43.0;19.0;19.0;121.0
DS;PLUS;PROMO;31/07/2020;42;13.0;42.0;20.0;21.0;95.0
DS;PLUS;PROMO;31/08/2020;47;28.0;30.0;7.0;6.0;74.0
DS;PLUS;PROMO;30/09/2020;12;9.0;4.0;1.0;0.0;14.0
DS;PLUS;STUNT;31/01/2019;8;2.0;8.0;17.0;15.0;23.0
DS;PLUS;STUNT;28/02/2019;56;30.0;42.0;10.0;9.0;173.0
DS;PLUS;STUNT;31/03/2019;52;30.0;49.0;5.0;5.0;128.0
DS;PLUS;STUNT;30/04/2019;31;19.0;25.0;4.0;4.0;87.0
DS;PLUS;STUNT;31/05/2019;19;13.0;13.0;1.0;1.0;56.0
DS;PLUS;STUNT;30/06/2019;1;1.0;1.0;1.0;1.0;7.0
DS;PLUS;STUNT;31/07/2019;2;2.0;2.0;0.0;0.0;6.0
DS;PLUS;STUNT;31/08/2019;3;1.0;3.0;1.0;1.0;12.0
DS;PLUS;STUNT;30/09/2019;2;0.0;1.0;0.0;0.0;5.0
DS;PLUS;STUNT;31/10/2019;2;1.0;1.0;1.0;0.0;7.0
DS;Print_full;BASE;31/01/2015;3;0.0;0.0;4.0;2.0;66.0
DS;Print_full;BASE;28/02/2015;2;0.0;33.0;4.0;5.0;28.0
DS;Print_full;BASE;31/03/2015;10;0.0;70.0;10.0;7.0;46.0
DS;Print_full;BASE;30/04/2015;8;0.0;257.0;13.0;19.0;26.0
DS;Print_full;BASE;31/05/2015;12;0.0;231.0;15.0;9.0;26.0
DS;Print_full;BASE;30/06/2015;13;1.0;190.0;14.0;5.0;28.0
DS;Print_full;BASE;31/07/2015;8;0.0;205.0;10.0;15.0;24.0
DS;Print_full;BASE;31/08/2015;9;2.0;169.0;10.0;6.0;27.0
DS;Print_full;BASE;30/09/2015;12;2.0;227.0;10.0;9.0;49.0
DS;Print_full;BASE;31/10/2015;21;1.0;246.0;28.0;13.0;42.0
DS;Print_full;BASE;30/11/2015;16;0.0;185.0;10.0;8.0;25.0
DS;Print_full;BASE;31/12/2015;11;1.0;348.0;18.0;12.0;16.0
DS;Print_full;BASE;31/01/2016;23;1.0;208.0;27.0;9.0;65.0
DS;Print_full;BASE;29/02/2016;20;2.0;241.0;18.0;7.0;29.0
DS;Print_full;BASE;31/03/2016;14;1.0;311.0;20.0;17.0;34.0
DS;Print_full;BASE;30/04/2016;10;0.0;249.0;13.0;15.0;24.0
DS;Print_full;BASE;31/05/2016;18;2.0;170.0;20.0;14.0;35.0
DS;Print_full;BASE;30/06/2016;7;0.0;180.0;10.0;11.0;38.0
DS;Print_full;BASE;31/07/2016;17;5.0;158.0;17.0;11.0;17.0
DS;Print_full;BASE;31/08/2016;18;1.0;130.0;16.0;7.0;25.0
DS;Print_full;BASE;30/09/2016;13;2.0;143.0;12.0;2.0;43.0
DS;Print_full;BASE;31/10/2016;11;0.0;166.0;14.0;10.0;39.0
DS;Print_full;BASE;30/11/2016;22;1.0;151.0;23.0;5.0;34.0
DS;Print_full;BASE;31/12/2016;18;0.0;163.0;23.0;11.0;24.0
DS;Print_full;BASE;31/01/2017;16;3.0;199.0;12.0;3.0;28.0
DS;Print_full;BASE;28/02/2017;9;0.0;213.0;11.0;4.0;21.0
DS;Print_full;BASE;31/03/2017;10;1.0;262.0;10.0;14.0;18.0
DS;Print_full;BASE;30/04/2017;5;0.0;244.0;9.0;20.0;14.0
DS;Print_full;BASE;31/05/2017;11;1.0;157.0;10.0;7.0;18.0
DS;Print_full;BASE;30/06/2017;15;0.0;171.0;18.0;7.0;19.0
DS;Print_full;BASE;31/07/2017;12;0.0;226.0;12.0;8.0;14.0
DS;Print_full;BASE;31/08/2017;13;2.0;225.0;14.0;8.0;17.0
DS;Print_full;BASE;30/09/2017;18;0.0;250.0;19.0;5.0;33.0
DS;Print_full;BASE;31/10/2017;13;2.0;218.0;12.0;3.0;18.0
DS;Print_full;BASE;30/11/2017;14;2.0;307.0;16.0;10.0;30.0
DS;Print_full;BASE;31/12/2017;17;0.0;271.0;18.0;6.0;21.0
DS;Print_full;BASE;31/01/2018;19;1.0;289.0;20.0;11.0;23.0
DS;Print_full;BASE;28/02/2018;13;0.0;265.0;16.0;12.0;8.0
DS;Print_full;BASE;31/03/2018;12;0.0;212.0;14.0;8.0;19.0
DS;Print_full;BASE;30/04/2018;11;1.0;181.0;12.0;7.0;17.0
DS;Print_full;BASE;31/05/2018;12;2.0;211.0;10.0;6.0;26.0
DS;Print_full;BASE;30/06/2018;12;1.0;278.0;12.0;6.0;20.0
DS;Print_full;BASE;31/07/2018;20;1.0;245.0;17.0;7.0;24.0
DS;Print_full;BASE;31/08/2018;10;0.0;267.0;14.0;6.0;26.0
DS;Print_full;BASE;30/09/2018;20;3.0;213.0;24.0;12.0;26.0
DS;Print_full;BASE;31/10/2018;19;1.0;214.0;19.0;7.0;23.0
DS;Print_full;BASE;30/11/2018;13;0.0;183.0;13.0;6.0;21.0
DS;Print_full;BASE;31/12/2018;17;2.0;244.0;11.0;6.0;19.0
DS;Print_full;BASE;31/01/2019;8;1.0;230.0;7.0;2.0;24.0
DS;Print_full;BASE;28/02/2019;11;1.0;271.0;11.0;5.0;22.0
DS;Print_full;BASE;31/03/2019;16;2.0;245.0;17.0;9.0;22.0
DS;Print_full;BASE;30/04/2019;15;1.0;190.0;26.0;9.0;21.0
DS;Print_full;BASE;31/05/2019;22;1.0;160.0;11.0;6.0;14.0
DS;Print_full;BASE;30/06/2019;3;1.0;144.0;3.0;3.0;17.0
DS;Print_full;BASE;31/07/2019;12;1.0;179.0;12.0;9.0;17.0
DS;Print_full;BASE;31/08/2019;22;1.0;169.0;26.0;6.0;16.0
DS;Print_full;BASE;30/09/2019;15;0.0;194.0;12.0;9.0;18.0
DS;Print_full;BASE;31/10/2019;18;1.0;286.0;19.0;16.0;21.0
DS;Print_full;BASE;30/11/2019;16;2.0;231.0;18.0;10.0;20.0
DS;Print_full;BASE;31/12/2019;12;0.0;304.0;8.0;12.0;20.0
DS;Print_full;BASE;31/01/2020;17;4.0;322.0;11.0;7.0;30.0
DS;Print_full;BASE;29/02/2020;18;2.0;390.0;14.0;7.0;16.0
DS;Print_full;BASE;31/03/2020;23;1.0;683.0;25.0;8.0;40.0
DS;Print_full;BASE;30/04/2020;40;3.0;668.0;36.0;13.0;19.0
DS;Print_full;BASE;31/05/2020;48;2.0;902.0;43.0;14.0;16.0
DS;Print_full;BASE;30/06/2020;31;1.0;655.0;25.0;15.0;14.0
DS;Print_full;BASE;31/07/2020;31;1.0;347.0;25.0;9.0;14.0
DS;Print_full;BASE;31/08/2020;15;1.0;201.0;18.0;2.0;13.0
DS;Print_full;BASE;30/09/2020;2;0.0;4.0;5.0;0.0;0.0
DS;Print_full;BASE;31/10/2020;0;0.0;1.0;2.0;1.0;0.0
DS;Print_full;BASE;30/11/2020;0;0.0;0.0;0.0;1.0;0.0
DS;Print_full;BASE;31/12/2020;0;0.0;2.0;5.0;0.0;0.0
DS;Print_full;BASE;31/01/2021;1;0.0;1.0;2.0;0.0;0.0
DS;Print_full;BASE;28/02/2021;0;0.0;1.0;2.0;0.0;0.0
DS;Print_full;BASE;31/03/2021;1;0.0;0.0;5.0;0.0;0.0
DS;Print_full;BASE;30/04/2021;0;0.0;1.0;2.0;2.0;0.0
DS;Print_full;BASE;31/05/2021;0;0.0;1.0;1.0;0.0;1.0
DS;Print_full;BASE;30/06/2021;0;0.0;1.0;1.0;0.0;0.0
DS;Print_full;BASE;31/07/2021;1;0.0;0.0;1.0;0.0;0.0
DS;Print_full;PROMO;31/01/2015;1;0.0;0.0;2.0;2.0;252.0
DS;Print_full;PROMO;28/02/2015;3;0.0;5.0;7.0;4.0;127.0
DS;Print_full;PROMO;31/03/2015;4;1.0;8.0;9.0;38.0;140.0
DS;Print_full;PROMO;30/04/2015;4;0.0;15.0;16.0;42.0;77.0
DS;Print_full;PROMO;31/05/2015;2;2.0;20.0;10.0;46.0;83.0
DS;Print_full;PROMO;30/06/2015;4;0.0;24.0;14.0;55.0;28.0
DS;Print_full;PROMO;31/07/2015;6;3.0;32.0;16.0;53.0;34.0
DS;Print_full;PROMO;31/08/2015;3;1.0;47.0;23.0;53.0;37.0
DS;Print_full;PROMO;30/09/2015;7;3.0;154.0;19.0;56.0;43.0
DS;Print_full;PROMO;31/10/2015;11;7.0;142.0;19.0;61.0;55.0
DS;Print_full;PROMO;30/11/2015;6;4.0;89.0;18.0;57.0;38.0
DS;Print_full;PROMO;31/12/2015;9;5.0;98.0;20.0;65.0;39.0
DS;Print_full;PROMO;31/01/2016;15;8.0;147.0;23.0;76.0;174.0
DS;Print_full;PROMO;29/02/2016;9;6.0;155.0;22.0;90.0;74.0
DS;Print_full;PROMO;31/03/2016;33;5.0;137.0;44.0;85.0;95.0
DS;Print_full;PROMO;30/04/2016;5;2.0;104.0;32.0;70.0;27.0
DS;Print_full;PROMO;31/05/2016;11;7.0;103.0;22.0;68.0;17.0
DS;Print_full;PROMO;30/06/2016;12;6.0;112.0;20.0;88.0;45.0
DS;Print_full;PROMO;31/07/2016;11;8.0;87.0;17.0;48.0;43.0
DS;Print_full;PROMO;31/08/2016;11;5.0;141.0;14.0;73.0;43.0
DS;Print_full;PROMO;30/09/2016;13;9.0;160.0;17.0;66.0;66.0
DS;Print_full;PROMO;31/10/2016;17;10.0;128.0;13.0;62.0;36.0
DS;Print_full;PROMO;30/11/2016;14;10.0;175.0;10.0;60.0;54.0
DS;Print_full;PROMO;31/12/2016;9;4.0;242.0;16.0;67.0;67.0
DS;Print_full;PROMO;31/01/2017;16;9.0;174.0;17.0;76.0;176.0
DS;Print_full;PROMO;28/02/2017;11;3.0;162.0;18.0;59.0;100.0
DS;Print_full;PROMO;31/03/2017;16;4.0;162.0;20.0;63.0;81.0
DS;Print_full;PROMO;30/04/2017;13;7.0;132.0;17.0;58.0;42.0
DS;Print_full;PROMO;31/05/2017;13;7.0;117.0;12.0;60.0;69.0
DS;Print_full;PROMO;30/06/2017;16;8.0;133.0;8.0;41.0;47.0
DS;Print_full;PROMO;31/07/2017;8;1.0;91.0;12.0;47.0;34.0
DS;Print_full;PROMO;31/08/2017;10;5.0;113.0;9.0;46.0;78.0
DS;Print_full;PROMO;30/09/2017;27;13.0;162.0;35.0;71.0;69.0
DS;Print_full;PROMO;31/10/2017;13;3.0;131.0;21.0;33.0;57.0
DS;Print_full;PROMO;30/11/2017;14;7.0;109.0;14.0;41.0;72.0
DS;Print_full;PROMO;31/12/2017;12;4.0;97.0;15.0;49.0;123.0
DS;Print_full;PROMO;31/01/2018;21;12.0;112.0;8.0;45.0;228.0
DS;Print_full;PROMO;28/02/2018;19;4.0;128.0;14.0;61.0;91.0
DS;Print_full;PROMO;31/03/2018;18;7.0;117.0;22.0;50.0;64.0
DS;Print_full;PROMO;30/04/2018;19;8.0;96.0;19.0;53.0;54.0
DS;Print_full;PROMO;31/05/2018;10;3.0;73.0;22.0;57.0;64.0
DS;Print_full;PROMO;30/06/2018;12;9.0;99.0;18.0;38.0;98.0
DS;Print_full;PROMO;31/07/2018;14;5.0;69.0;14.0;42.0;64.0
DS;Print_full;PROMO;31/08/2018;13;3.0;73.0;25.0;45.0;99.0
DS;Print_full;PROMO;30/09/2018;29;12.0;129.0;58.0;79.0;44.0
DS;Print_full;PROMO;31/10/2018;48;10.0;173.0;38.0;62.0;53.0
DS;Print_full;PROMO;30/11/2018;28;15.0;115.0;12.0;42.0;55.0
DS;Print_full;PROMO;31/12/2018;26;15.0;123.0;19.0;60.0;62.0
DS;Print_full;PROMO;31/01/2019;41;19.0;172.0;20.0;49.0;122.0
DS;Print_full;PROMO;28/02/2019;26;8.0;2061.0;15.0;51.0;54.0
DS;Print_full;PROMO;31/03/2019;15;6.0;1420.0;24.0;51.0;54.0
DS;Print_full;PROMO;30/04/2019;17;6.0;691.0;16.0;33.0;32.0
DS;Print_full;PROMO;31/05/2019;21;15.0;539.0;14.0;33.0;43.0
DS;Print_full;PROMO;30/06/2019;21;10.0;347.0;15.0;33.0;38.0
DS;Print_full;PROMO;31/07/2019;11;4.0;140.0;9.0;31.0;46.0
DS;Print_full;PROMO;31/08/2019;9;3.0;106.0;16.0;34.0;48.0
DS;Print_full;PROMO;30/09/2019;18;7.0;105.0;42.0;64.0;37.0
DS;Print_full;PROMO;31/10/2019;40;16.0;146.0;25.0;33.0;52.0
DS;Print_full;PROMO;30/11/2019;23;9.0;98.0;15.0;29.0;53.0
DS;Print_full;PROMO;31/12/2019;11;5.0;127.0;2.0;16.0;49.0
DS;Print_full;PROMO;31/01/2020;22;13.0;242.0;7.0;16.0;119.0
DS;Print_full;PROMO;29/02/2020;26;4.0;204.0;13.0;35.0;84.0
DS;Print_full;PROMO;31/03/2020;33;12.0;236.0;10.0;21.0;140.0
DS;Print_full;PROMO;30/04/2020;51;11.0;194.0;12.0;17.0;126.0
DS;Print_full;PROMO;31/05/2020;31;9.0;155.0;12.0;11.0;61.0
DS;Print_full;PROMO;30/06/2020;33;9.0;140.0;13.0;15.0;70.0
DS;Print_full;PROMO;31/07/2020;18;6.0;192.0;8.0;7.0;63.0
DS;Print_full;PROMO;31/08/2020;10;1.0;148.0;3.0;3.0;33.0
DS;Print_full;PROMO;30/09/2020;3;1.0;20.0;5.0;6.0;3.0
DS;Print_full;STUDENTS;28/02/2015;1;0.0;1.0;2.0;3.0;0.0
DS;Print_full;STUDENTS;31/03/2015;1;0.0;5.0;1.0;0.0;0.0
DS;Print_full;STUDENTS;30/04/2015;0;0.0;6.0;2.0;1.0;0.0
DS;Print_full;STUDENTS;31/05/2015;1;1.0;3.0;1.0;0.0;0.0
DS;Print_full;STUDENTS;30/06/2015;0;0.0;1.0;1.0;3.0;0.0
DS;Print_full;STUDENTS;31/07/2015;1;1.0;3.0;2.0;4.0;0.0
DS;Print_full;STUDENTS;31/08/2015;1;0.0;3.0;2.0;3.0;0.0
DS;Print_full;STUDENTS;30/09/2015;4;0.0;4.0;4.0;5.0;0.0
DS;Print_full;STUDENTS;31/10/2015;4;1.0;18.0;3.0;7.0;0.0
DS;Print_full;STUDENTS;30/11/2015;1;0.0;9.0;2.0;4.0;0.0
DS;Print_full;STUDENTS;31/12/2015;1;0.0;11.0;1.0;4.0;0.0
DS;Print_full;STUDENTS;31/01/2016;2;0.0;9.0;2.0;6.0;1.0
DS;Print_full;STUDENTS;29/02/2016;1;0.0;5.0;1.0;6.0;0.0
DS;Print_full;STUDENTS;31/03/2016;4;1.0;7.0;5.0;9.0;0.0
DS;Print_full;STUDENTS;30/04/2016;0;0.0;4.0;1.0;8.0;0.0
DS;Print_full;STUDENTS;31/05/2016;3;1.0;7.0;3.0;6.0;0.0
DS;Print_full;STUDENTS;30/06/2016;1;0.0;8.0;4.0;5.0;0.0
DS;Print_full;STUDENTS;31/07/2016;2;1.0;5.0;0.0;3.0;0.0
DS;Print_full;STUDENTS;31/08/2016;0;0.0;6.0;2.0;1.0;0.0
DS;Print_full;STUDENTS;30/09/2016;1;1.0;11.0;2.0;3.0;0.0
DS;Print_full;STUDENTS;31/10/2016;5;1.0;17.0;3.0;11.0;0.0
DS;Print_full;STUDENTS;30/11/2016;1;0.0;19.0;1.0;6.0;0.0
DS;Print_full;STUDENTS;31/12/2016;3;1.0;18.0;2.0;6.0;2.0
DS;Print_full;STUDENTS;31/01/2017;0;0.0;10.0;1.0;7.0;0.0
DS;Print_full;STUDENTS;28/02/2017;0;0.0;7.0;1.0;3.0;1.0
DS;Print_full;STUDENTS;31/03/2017;3;0.0;11.0;2.0;0.0;0.0
DS;Print_full;STUDENTS;30/04/2017;1;0.0;9.0;1.0;7.0;0.0
DS;Print_full;STUDENTS;31/05/2017;1;0.0;6.0;2.0;3.0;0.0
DS;Print_full;STUDENTS;30/06/2017;1;0.0;4.0;1.0;3.0;0.0
DS;Print_full;STUDENTS;31/07/2017;0;0.0;4.0;2.0;2.0;0.0
DS;Print_full;STUDENTS;31/08/2017;2;0.0;7.0;2.0;2.0;0.0
DS;Print_full;STUDENTS;30/09/2017;1;1.0;9.0;2.0;5.0;0.0
DS;Print_full;STUDENTS;31/10/2017;4;2.0;16.0;0.0;2.0;1.0
DS;Print_full;STUDENTS;30/11/2017;3;0.0;15.0;4.0;2.0;2.0
DS;Print_full;STUDENTS;31/12/2017;3;1.0;10.0;2.0;3.0;0.0
DS;Print_full;STUDENTS;31/01/2018;1;0.0;5.0;1.0;0.0;0.0
DS;Print_full;STUDENTS;28/02/2018;1;0.0;6.0;1.0;5.0;1.0
DS;Print_full;STUDENTS;31/03/2018;1;0.0;9.0;3.0;6.0;2.0
DS;Print_full;STUDENTS;30/04/2018;1;1.0;6.0;1.0;2.0;0.0
DS;Print_full;STUDENTS;31/05/2018;2;0.0;6.0;4.0;3.0;0.0
DS;Print_full;STUDENTS;30/06/2018;2;2.0;10.0;2.0;8.0;0.0
DS;Print_full;STUDENTS;31/07/2018;2;0.0;2.0;5.0;6.0;0.0
DS;Print_full;STUDENTS;31/08/2018;0;0.0;4.0;2.0;8.0;0.0
DS;Print_full;STUDENTS;30/09/2018;1;0.0;12.0;5.0;5.0;0.0
DS;Print_full;STUDENTS;31/10/2018;2;1.0;18.0;1.0;1.0;0.0
DS;Print_full;STUDENTS;30/11/2018;4;1.0;19.0;3.0;5.0;0.0
DS;Print_full;STUDENTS;31/12/2018;3;1.0;14.0;3.0;4.0;0.0
DS;Print_full;STUDENTS;31/01/2019;3;1.0;4.0;1.0;1.0;0.0
DS;Print_full;STUDENTS;28/02/2019;3;3.0;8.0;1.0;2.0;0.0
DS;Print_full;STUDENTS;31/03/2019;1;1.0;6.0;0.0;2.0;0.0
DS;Print_full;STUDENTS;30/04/2019;1;0.0;5.0;0.0;1.0;0.0
DS;Print_full;STUDENTS;31/05/2019;3;2.0;8.0;2.0;7.0;0.0
DS;Print_full;STUDENTS;30/06/2019;3;0.0;6.0;6.0;5.0;0.0
DS;Print_full;STUDENTS;31/07/2019;3;0.0;6.0;1.0;2.0;0.0
DS;Print_full;STUDENTS;31/08/2019;1;0.0;10.0;1.0;4.0;0.0
DS;Print_full;STUDENTS;30/09/2019;7;2.0;11.0;6.0;8.0;0.0
DS;Print_full;STUDENTS;31/10/2019;4;0.0;10.0;3.0;2.0;0.0
DS;Print_full;STUDENTS;30/11/2019;4;2.0;8.0;3.0;1.0;0.0
DS;Print_full;STUDENTS;31/12/2019;7;0.0;5.0;1.0;1.0;0.0
DS;Print_full;STUDENTS;31/01/2020;2;1.0;6.0;0.0;4.0;0.0
DS;Print_full;STUDENTS;29/02/2020;3;1.0;8.0;0.0;1.0;0.0
DS;Print_full;STUDENTS;31/03/2020;3;1.0;18.0;2.0;1.0;0.0
DS;Print_full;STUDENTS;30/04/2020;6;0.0;10.0;5.0;3.0;0.0
DS;Print_full;STUDENTS;31/05/2020;5;0.0;9.0;4.0;4.0;0.0
DS;Print_full;STUDENTS;30/06/2020;1;0.0;6.0;1.0;1.0;0.0
DS;Print_full;STUDENTS;31/07/2020;3;0.0;8.0;2.0;1.0;0.0
DS;Print_full;STUNT;30/06/2015;1;0.0;0.0;4.0;4.0;29.0
DS;Print_full;STUNT;31/07/2015;3;0.0;3.0;1.0;5.0;40.0
DS;Print_full;STUNT;31/08/2015;0;0.0;0.0;1.0;2.0;29.0
DS;Print_full;STUNT;30/09/2015;1;1.0;1.0;1.0;6.0;61.0
DS;Print_full;STUNT;31/10/2015;0;0.0;1.0;4.0;10.0;59.0
